tips	new_tips
GCA.003235715.1.Bacteria.Nitrospirota_QJVM01000196.1_7	GCA.003235715.1.Bacteria.Nitrospirota_1
GCA.001873285.1.Bacteria.CG2.30.53.67_MNYV01000084.1_8	GCA.001873285.1.Bacteria.CG2.30.53.67_1
GCA.002347095.1.Bacteria.Desulfobacterota_DDWZ01000001.1_44	GCA.002347095.1.Bacteria.Desulfobacterota_1
GCA.001830835.1.Bacteria.Desulfobacterota_MICJ01000068.1_26	GCA.001830835.1.Bacteria.Desulfobacterota_1
GCA.003194485.1.Bacteria.Desulfobacterota_PQXD01000009.1_57	GCA.003194485.1.Bacteria.Desulfobacterota_1
GCA.001797675.1.Bacteria.Desulfobacterota_MGQB01000017.1_75	GCA.001797675.1.Bacteria.Desulfobacterota_1
GCA.001304105.1.Bacteria.Desulfobacterota_LJUR01000023.1_29	GCA.001304105.1.Bacteria.Desulfobacterota_1
GCA.003454665.1.Bacteria.Nitrospirota_DMKB01000151.1_9	GCA.003454665.1.Bacteria.Nitrospirota_3
GCF.000195295.1.Bacteria.Desulfobacterota_NC_015388.1_193	GCF.000195295.1.Bacteria.Desulfobacterota_1
GCA.002899795.1.Bacteria.Desulfobacterota_PPDG01000038.1_7	GCA.002899795.1.Bacteria.Desulfobacterota_1
GCA.007244385.1.Bacteria.Desulfobacterota_SCVX01000064.1_22	GCA.007244385.1.Bacteria.Desulfobacterota_1
GCF.000620765.1.Bacteria.Desulfobacterota.I_NZ_KK211185.1_77	GCF.000620765.1.Bacteria.Desulfobacterota.I_1
GCF.000526155.1.Bacteria.Desulfobacterota_NZ_JAFN01000001.1_3182	GCF.000526155.1.Bacteria.Desulfobacterota_1
GCA.001896555.1.Bacteria.Desulfobacterota_MPOS01000034.1_228	GCA.001896555.1.Bacteria.Desulfobacterota_1
GCA.002897695.1.Bacteria.BMS3Abin14_BDTG01000046.1_105	GCA.002897695.1.Bacteria.BMS3Abin14_1
GCA.002010915.1.Bacteria.Desulfobacterota_MTPG01000034.1_2	GCA.002010915.1.Bacteria.Desulfobacterota_1
GCA.001304105.1.Bacteria.Desulfobacterota_LJUR01000098.1_14	GCA.001304105.1.Bacteria.Desulfobacterota_2
GCA.002291985.1.Bacteria.Firmicutes.E_DBBB01000060.1_7	GCA.002291985.1.Bacteria.Firmicutes.E_1
GCA.003449495.1.Bacteria.Firmicutes.E_DMHJ01000077.1_1	GCA.003449495.1.Bacteria.Firmicutes.E_1
GCA.001799695.1.Bacteria.Elusimicrobiota_MGTY01000107.1_38	GCA.001799695.1.Bacteria.Elusimicrobiota_1
GCA.001800075.1.Bacteria.Elusimicrobiota_MGUR01000076.1_19	GCA.001800075.1.Bacteria.Elusimicrobiota_1
GCF.000473895.1.Bacteria.Cyanobacteria_NZ_ASSJ01000054.1_10	GCF.000473895.1.Bacteria.Cyanobacteria_1
GCF.000017845.1.Bacteria.Cyanobacteria_NC_010546.1_1826	GCF.000017845.1.Bacteria.Cyanobacteria_1
GCF.003838225.1.Bacteria.Cyanobacteria_WP_124146973.1	GCF.003838225.1.Bacteria.Cyanobacteria_1
Nostoc.sp.PCC7120_WP_010998006.1	Nostoc.sp.PCC7120_1
GCF.000020025.1.Bacteria.Cyanobacteria_NC_010628.1_1789	GCF.000020025.1.Bacteria.Cyanobacteria_1
Fischerella.muscicola.CCMEE5323_WP_102204988.1	Fischerella.muscicola.CCMEE5323_1
GCF.000353285.1.Bacteria.Cyanobacteria_NZ_KB731324.1_4173	GCF.000353285.1.Bacteria.Cyanobacteria_1
GCA.001698445.1.Bacteria.Cyanobacteria_MBRF01000013.1_59	GCA.001698445.1.Bacteria.Cyanobacteria_1
GCF.002215035.1.Bacteria.Cyanobacteria_NZ_NKFP01000004.1_692	GCF.002215035.1.Bacteria.Cyanobacteria_1
GCF.000316115.1.Bacteria.Cyanobacteria_NZ_JH993797.1_572	GCF.000316115.1.Bacteria.Cyanobacteria_1
GCF.000317045.1.Bacteria.Cyanobacteria_NC_019703.1_1241	GCF.000317045.1.Bacteria.Cyanobacteria_1
GCF.000018105.1.Bacteria.Cyanobacteria_NC_009925.1_5126	GCF.000018105.1.Bacteria.Cyanobacteria_1
GCF.000484535.1.Bacteria.Cyanobacteria_NC_022600.1_1253	GCF.000484535.1.Bacteria.Cyanobacteria_1
GCF.002251945.1.Bacteria.Cyanobacteria_NZ_NDHW01000034.1_46	GCF.002251945.1.Bacteria.Cyanobacteria_1
GCA.003130875.1.Bacteria.Chloroflexota_QEXY01000020.1_38	GCA.003130875.1.Bacteria.Chloroflexota_1
GCA.002898795.1.Bacteria.Desulfobacterota.B_BEIG01000155.1_1	GCA.002898795.1.Bacteria.Desulfobacterota.B_1
GCA.002167285.1.Bacteria.Planctomycetota_NHDG01000016.1_14	GCA.002167285.1.Bacteria.Planctomycetota_1
GCA.002338715.1.Bacteria.Planctomycetota_DDIR01000119.1_44	GCA.002338715.1.Bacteria.Planctomycetota_1
GCA.003161515.1.Bacteria.Desulfobacterota.B_PMOH01000258.1_19	GCA.003161515.1.Bacteria.Desulfobacterota.B_1
GCA.001767075.1.Bacteria.Acidobacteriota_MEKX01000139.1_31	GCA.001767075.1.Bacteria.Acidobacteriota_1
GCF.001306175.1.Bacteria.Chloroflexota_NZ_LGKN01000009.1_185	GCF.001306175.1.Bacteria.Chloroflexota_1
GCA.003451595.1.Bacteria.Chloroflexota_DMDA01000130.1_106	GCA.003451595.1.Bacteria.Chloroflexota_1
GCA.002898935.1.Bacteria.CSP1.3_BEII01000178.1_1	GCA.002898935.1.Bacteria.CSP1.3_1
GCA.002400365.1.Bacteria.Chloroflexota_DHFK01000228.1_10	GCA.002400365.1.Bacteria.Chloroflexota_1
GCA.002366755.1.Bacteria.Chloroflexota_DFBV01000235.1_1	GCA.002366755.1.Bacteria.Chloroflexota_1
GCA.002841995.1.Bacteria.Chloroflexota_PHBS01000161.1_5	GCA.002841995.1.Bacteria.Chloroflexota_1
GCF.900066015.1.Bacteria.Chloroflexota_NZ_LN890655.1_157	GCF.900066015.1.Bacteria.Chloroflexota_1
GCF.900187885.1.Bacteria.Chloroflexota_NZ_FYEK01000044.1_155	GCF.900187885.1.Bacteria.Chloroflexota_1
GCA.002429065.1.Bacteria.Verrucomicrobiota_DIYN01000030.1_2	GCA.002429065.1.Bacteria.Verrucomicrobiota_1
GCA.002292925.1.Bacteria.Chloroflexota_DBCF01000143.1_6	GCA.002292925.1.Bacteria.Chloroflexota_1
GCA.003134215.1.Bacteria.Armatimonadota_PLAD01000263.1_12	GCA.003134215.1.Bacteria.Armatimonadota_1
GCA.002400365.1.Bacteria.Chloroflexota_DHFK01000195.1_10	GCA.002400365.1.Bacteria.Chloroflexota_2
GCA.002059205.1.Bacteria.Latescibacterota_MVCQ01000104.1_2	GCA.002059205.1.Bacteria.Latescibacterota_1
GCF.000949635.1.Bacteria.Planctomycetota_NZ_BAFN01000001.1_2840	GCF.000949635.1.Bacteria.Planctomycetota_1
GCF.000266945.1.Bacteria.Desulfobacterota_NC_018025.1_1539	GCF.000266945.1.Bacteria.Desulfobacterota_1
GCA.002348365.1.Bacteria.Proteobacteria_DEBC01000025.1_14	GCA.002348365.1.Bacteria.Proteobacteria_1
GCA.002723345.1.Bacteria.Proteobacteria_PBNV01000062.1_23	GCA.002723345.1.Bacteria.Proteobacteria_1
GCA.002717225.1.Bacteria.Proteobacteria_PBDG01000015.1_6	GCA.002717225.1.Bacteria.Proteobacteria_1
GCA.006969625.1.Bacteria.Proteobacteria_CP030885.1_1178	GCA.006969625.1.Bacteria.Proteobacteria_1
GCA.002717245.1.Bacteria.Proteobacteria_PBCY01000002.1_27	GCA.002717245.1.Bacteria.Proteobacteria_1
GCA.002340345.1.Bacteria.Proteobacteria_DDLW01000372.1_2	GCA.002340345.1.Bacteria.Proteobacteria_1
GCA.003280605.1.Bacteria.Proteobacteria_QCEM01000028.1_4	GCA.003280605.1.Bacteria.Proteobacteria_1
GCA.002717185.1.Bacteria.Proteobacteria_PBDC01000110.1_8	GCA.002717185.1.Bacteria.Proteobacteria_1
GCA.002709155.1.Bacteria.Proteobacteria_PAQA01000021.1_53	GCA.002709155.1.Bacteria.Proteobacteria_1
GCF.002148795.1.Bacteria.Proteobacteria_NZ_MPOB01000002.1_119	GCF.002148795.1.Bacteria.Proteobacteria_1
GCA.002457765.1.Bacteria.Proteobacteria_NTKW01000017.1_18	GCA.002457765.1.Bacteria.Proteobacteria_1
GCF.900102465.1.Bacteria.Proteobacteria_NZ_FNBW01000009.1_27	GCF.900102465.1.Bacteria.Proteobacteria_1
GCA.002686135.1.Bacteria.Proteobacteria_NZAO01000014.1_10	GCA.002686135.1.Bacteria.Proteobacteria_1
GCA.002721365.1.Bacteria.Proteobacteria_PBKC01000104.1_14	GCA.002721365.1.Bacteria.Proteobacteria_1
GCA.002722885.1.Bacteria.Proteobacteria_PBNE01000003.1_39	GCA.002722885.1.Bacteria.Proteobacteria_1
GCA.002796975.1.Bacteria.Proteobacteria_PEKV01000004.1_200	GCA.002796975.1.Bacteria.Proteobacteria_1
GCF.900167455.1.Bacteria.Proteobacteria_NZ_FUWJ01000005.1_177	GCF.900167455.1.Bacteria.Proteobacteria_1
GCA.002238885.1.Bacteria.Proteobacteria_MPNF01000265.1_3	GCA.002238885.1.Bacteria.Proteobacteria_1
GCF.002251795.1.Bacteria.Proteobacteria_NZ_NOXU01000031.1_281	GCF.002251795.1.Bacteria.Proteobacteria_1
GCA.002731375.1.Bacteria.Proteobacteria_PCBT01000053.1_66	GCA.002731375.1.Bacteria.Proteobacteria_1
GCA.002280485.1.Bacteria.Proteobacteria_NCED01000038.1_24	GCA.002280485.1.Bacteria.Proteobacteria_1
GCF.003173035.1.Bacteria.Proteobacteria_NZ_QGLE01000001.1_160	GCF.003173035.1.Bacteria.Proteobacteria_1
GCA.002937675.1.Bacteria.Proteobacteria_PTKJ01000041.1_11	GCA.002937675.1.Bacteria.Proteobacteria_1
GCA.001464215.1.Bacteria.Proteobacteria_LNEZ01000049.1_7	GCA.001464215.1.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000005.1_114	GCF.000315795.1.Bacteria.Proteobacteria_1
GCF.002798435.1.Bacteria.Proteobacteria_WP_241147906.1	GCF.002798435.1.Bacteria.Proteobacteria_1
GCA.002480495.1.Bacteria.Proteobacteria_DLCG01000016.1_93	GCA.002480495.1.Bacteria.Proteobacteria_1
GCA.002712165.1.Bacteria.Proteobacteria_PASS01000058.1_62	GCA.002712165.1.Bacteria.Proteobacteria_1
GCF.003258945.1.Bacteria.Proteobacteria_NZ_QLIX01000008.1_86	GCF.003258945.1.Bacteria.Proteobacteria_1
GCF.006980715.1.Bacteria.Proteobacteria_NZ_SBHN01000021.1_67	GCF.006980715.1.Bacteria.Proteobacteria_1
GCF.001613805.1.Bacteria.Proteobacteria_NZ_LPVY01000021.1_471	GCF.001613805.1.Bacteria.Proteobacteria_1
GCF.900172325.1.Bacteria.Proteobacteria_NZ_FWFR01000006.1_62	GCF.900172325.1.Bacteria.Proteobacteria_1
GCA.002898275.1.Bacteria.Proteobacteria_BEIQ01000003.1_20	GCA.002898275.1.Bacteria.Proteobacteria_1
GCF.000264455.2.Bacteria.Proteobacteria_NC_017956.1_1233	GCF.000264455.2.Bacteria.Proteobacteria_1
GCF.000315795.1.Bacteria.Proteobacteria_NZ_ANHY01000006.1_55	GCF.000315795.1.Bacteria.Proteobacteria_2
GCF.000264455.2.Bacteria.Proteobacteria_NC_017966.1_463	GCF.000264455.2.Bacteria.Proteobacteria_2
GCA.002352565.1.Bacteria.Proteobacteria_DEIQ01000118.1_5	GCA.002352565.1.Bacteria.Proteobacteria_1
GCA.001750625.1.Bacteria.Proteobacteria_MEIE01000017.1_17	GCA.001750625.1.Bacteria.Proteobacteria_1
GCA.002747435.1.Bacteria.Proteobacteria_PDPH01000051.1_47	GCA.002747435.1.Bacteria.Proteobacteria_1
GCA.001735895.1.Bacteria.Proteobacteria_DS021198.1_73	GCA.001735895.1.Bacteria.Proteobacteria_1
GCF.001720165.1.Bacteria.Proteobacteria_NZ_MCRI01000013.1_4	GCF.001720165.1.Bacteria.Proteobacteria_1
GCA.002170535.1.Bacteria.Proteobacteria_NHDW01000007.1_71	GCA.002170535.1.Bacteria.Proteobacteria_1
GCA.002085445.1.Bacteria.Proteobacteria_NBMI01000120.1_3	GCA.002085445.1.Bacteria.Proteobacteria_1
GCA.002389045.1.Bacteria.Proteobacteria_DGNS01000005.1_348	GCA.002389045.1.Bacteria.Proteobacteria_1
GCA.002292285.1.Bacteria.Proteobacteria_DBBP01000017.1_86	GCA.002292285.1.Bacteria.Proteobacteria_1
GCA.002454015.1.Bacteria.Proteobacteria_DKIB01000095.1_3	GCA.002454015.1.Bacteria.Proteobacteria_1
GCA.002862435.1.Bacteria.Proteobacteria_PKDC01000017.1_29	GCA.002862435.1.Bacteria.Proteobacteria_1
GCF.000284615.1.Bacteria.Proteobacteria_NC_017067.1_2853	GCF.000284615.1.Bacteria.Proteobacteria_1
GCF.003097315.1.Bacteria.Proteobacteria_NZ_QDDL01000011.1_124	GCF.003097315.1.Bacteria.Proteobacteria_1
GCF.003052605.1.Bacteria.Proteobacteria_NZ_QASO01000120.1_14	GCF.003052605.1.Bacteria.Proteobacteria_1
GCF.001051235.1.Bacteria.Proteobacteria_NZ_CBTJ020000055.1_21	GCF.001051235.1.Bacteria.Proteobacteria_1
GCF.002958735.1.Bacteria.Proteobacteria_NZ_PPGH01000037.1_122	GCF.002958735.1.Bacteria.Proteobacteria_1
GCA.001872725.1.Bacteria.Proteobacteria_MNWR01000036.1_6	GCA.001872725.1.Bacteria.Proteobacteria_1
GCA.002688175.1.Bacteria.Proteobacteria_NZCC01000050.1_11	GCA.002688175.1.Bacteria.Proteobacteria_1
GCF.001641825.1.Bacteria.Proteobacteria_NZ_LRFH01000004.1_51	GCF.001641825.1.Bacteria.Proteobacteria_1
GCF.000021985.1.Bacteria.Proteobacteria_NC_011901.1_336	GCF.000021985.1.Bacteria.Proteobacteria_1
GCF.002020875.1.Bacteria.Proteobacteria_WP_078484892.1	GCF.002020875.1.Bacteria.Proteobacteria_1
GCF.900112605.1.Bacteria.Proteobacteria_NZ_FOMJ01000006.1_55	GCF.900112605.1.Bacteria.Proteobacteria_1
GCA.002451085.1.Bacteria.Proteobacteria_DKBE01000041.1_31	GCA.002451085.1.Bacteria.Proteobacteria_1
GCA.002255365.1.Bacteria.Proteobacteria_NCBI01000035.1_33	GCA.002255365.1.Bacteria.Proteobacteria_1
GCF.001697225.1.Bacteria.Proteobacteria_NZ_CP014671.1_2698	GCF.001697225.1.Bacteria.Proteobacteria_1
GCA.002432655.1.Bacteria.Proteobacteria_DJFZ01000005.1_176	GCA.002432655.1.Bacteria.Proteobacteria_1
GCA.002840095.1.Bacteria.Proteobacteria_PGZL01000008.1_371	GCA.002840095.1.Bacteria.Proteobacteria_1
GCA.002007405.1.Bacteria.Proteobacteria_JYIN01000004.1_21	GCA.002007405.1.Bacteria.Proteobacteria_1
GCF.002109495.1.Bacteria.Proteobacteria_NZ_LVJN01000018.1_438	GCF.002109495.1.Bacteria.Proteobacteria_1
GCA.003219195.1.Bacteria.Verrucomicrobiota_QHPX01000068.1_13	GCA.003219195.1.Bacteria.Verrucomicrobiota_1
GCA.003164675.1.Bacteria.Verrucomicrobiota_PLTX01000066.1_17	GCA.003164675.1.Bacteria.Verrucomicrobiota_1
GCF.900105685.1.Bacteria.Verrucomicrobiota_NZ_LT629781.1_2846	GCF.900105685.1.Bacteria.Verrucomicrobiota_1
GCF.000378005.1.Bacteria.Coprothermobacterota_NZ_KB899040.1_437	GCF.000378005.1.Bacteria.Coprothermobacterota_1
GCF.001553315.1.Bacteria.Firmicutes.C_WP_060924024.1	GCF.001553315.1.Bacteria.Firmicutes.C_1
GCA.003170275.1.Bacteria.Myxococcota_PNAM01000036.1_11	GCA.003170275.1.Bacteria.Myxococcota_1
GCF.000737335.2.Bacteria.Proteobacteria_NZ_JMCC02000061.1_26	GCF.000737335.2.Bacteria.Proteobacteria_1
GCA.002344285.1.Bacteria.Myxococcota_DDTA01000093.1_4	GCA.002344285.1.Bacteria.Myxococcota_1
GCA.002789955.1.Bacteria.Myxococcota_PFUG01000004.1_5	GCA.002789955.1.Bacteria.Myxococcota_1
GCA.002699025.1.Bacteria.Myxococcota_PABA01000185.1_1	GCA.002699025.1.Bacteria.Myxococcota_1
GCA.002841945.1.Bacteria.Myxococcota_PHBI01000027.1_28	GCA.002841945.1.Bacteria.Myxococcota_1
GCA.001768075.1.Bacteria.Myxococcota_MEMX01000031.1_18	GCA.001768075.1.Bacteria.Myxococcota_3
GCA.002696345.1.Bacteria.Myxococcota_NZRT01000095.1_24	GCA.002696345.1.Bacteria.Myxococcota_1
GCA.002841695.1.Bacteria.Elusimicrobiota_PHAN01000007.1_47	GCA.002841695.1.Bacteria.Elusimicrobiota_1
GCA.002311745.1.Bacteria.Planctomycetota_DBZL01000021.1_26	GCA.002311745.1.Bacteria.Planctomycetota_1
GCA.002704825.1.Bacteria.Planctomycetota_PAIY01000022.1_3	GCA.002704825.1.Bacteria.Planctomycetota_1
GCA.001303885.1.Bacteria.Planctomycetota_LJUE01000219.1_6	GCA.001303885.1.Bacteria.Planctomycetota_1
GCA.001787855.1.Bacteria.Riflebacteria_MFYY01000209.1_6	GCA.001787855.1.Bacteria.Riflebacteria_1
GCA.001797815.1.Bacteria.RBG.13.61.14_MGQK01000009.1_56	GCA.001797815.1.Bacteria.RBG.13.61.14_1
GCF.002973605.1.Bacteria.Armatimonadota_NZ_NIGF01000007.1_58	GCF.002973605.1.Bacteria.Armatimonadota_1
GCA.002435745.1.Bacteria.UBP15_DIWT01000043.1_10	GCA.002435745.1.Bacteria.UBP15_1
GCA.000739515.1.Bacteria.Moduliflexota_DF820460.1_292	GCA.000739515.1.Bacteria.Moduliflexota_1
GCA.001803795.1.Bacteria.Nitrospirota_MHEK01000100.1_8	GCA.001803795.1.Bacteria.Nitrospirota_1
GCA.001803235.1.Bacteria.Verrucomicrobiota_MHBL01000379.1_1	GCA.001803235.1.Bacteria.Verrucomicrobiota_1
GCA.002779825.1.Bacteria.Armatimonadota_PEVN01000418.1_16	GCA.002779825.1.Bacteria.Armatimonadota_1
GCF.003052605.1.Bacteria.Proteobacteria_NZ_QASO01000039.1_4	GCF.003052605.1.Bacteria.Proteobacteria_2
GCA.002707655.1.Bacteria.SAR324_PANO01000013.1_27	GCA.002707655.1.Bacteria.SAR324_1
GCF.000266885.1.Bacteria.Spirochaetota_NC_018020.1_2474	GCF.000266885.1.Bacteria.Spirochaetota_1
GCA.002450905.1.Bacteria.Spirochaetota_DKAT01000070.1_53	GCA.002450905.1.Bacteria.Spirochaetota_1
GCA.002338715.1.Bacteria.Planctomycetota_DDIR01000063.1_20	GCA.002338715.1.Bacteria.Planctomycetota_2
GCF.900177345.1.Bacteria.Proteobacteria_NZ_FWZT01000016.1_96	GCF.900177345.1.Bacteria.Proteobacteria_1
GCF.001870225.1.Bacteria.Cyanobacteria_NZ_CP017675.1_1801	GCF.001870225.1.Bacteria.Cyanobacteria_1
GCF.000013205.1.Bacteria.Cyanobacteria_NC_007775.1_166	GCF.000013205.1.Bacteria.Cyanobacteria_1
GCA.002715375.1.Bacteria.Bdellovibrionota_PAZA01000077.1_18	GCA.002715375.1.Bacteria.Bdellovibrionota_1
GCA.002783405.1.Bacteria.Cyanobacteria_PFGG01000050.1_78	GCA.002783405.1.Bacteria.Cyanobacteria_1
GCA.002721815.1.Bacteria.Myxococcota_PBLQ01000036.1_17	GCA.002721815.1.Bacteria.Myxococcota_1
GCA.002414805.1.Bacteria.Fibrobacterota_DIAU01000085.1_4	GCA.002414805.1.Bacteria.Fibrobacterota_1
GCF.002277955.1.Bacteria.Planctomycetota_NZ_CP018477.1_191	GCF.002277955.1.Bacteria.Planctomycetota_1
GCA.002704825.1.Bacteria.Planctomycetota_PAIY01000021.1_9	GCA.002704825.1.Bacteria.Planctomycetota_2
GCA.003136555.1.Bacteria.Planctomycetota_PLEW01000043.1_22	GCA.003136555.1.Bacteria.Planctomycetota_1
GCA.001798605.1.Bacteria.Myxococcota_MGST01000014.1_7	GCA.001798605.1.Bacteria.Myxococcota_1
GCA.002728755.1.Bacteria.Myxococcota_PBVT01000016.1_41	GCA.002728755.1.Bacteria.Myxococcota_1
GCF.001886815.1.Bacteria.Calditrichota_NZ_CP018099.1_1823	GCF.001886815.1.Bacteria.Calditrichota_1
GCA.001873295.1.Bacteria.CG2.30.70.394_MNYW01000106.1_2	GCA.001873295.1.Bacteria.CG2.30.70.394_1
GCA.002011685.1.Bacteria.JdFR.76_MTOL01000503.1_2	GCA.002011685.1.Bacteria.JdFR.76_1
GCA.002763895.1.Bacteria.Bacteroidota_NSLH01000019.1_13	GCA.002763895.1.Bacteria.Bacteroidota_1
GCF.001280305.1.Bacteria.Bacteroidota_NZ_CP012623.1_3000	GCF.001280305.1.Bacteria.Bacteroidota_1
GCA.002790835.1.Bacteria.Krumholzibacteriota_PFVX01000036.1_1	GCA.002790835.1.Bacteria.Krumholzibacteriota_1
GCF.000233775.1.Bacteria.Synergistota_NC_016148.1_999	GCF.000233775.1.Bacteria.Synergistota_1
GCF.000021725.1.Bacteria.Campylobacterota_NC_012115.1_370	GCF.000021725.1.Bacteria.Campylobacterota_1
GCA.000830255.1.Bacteria.Campylobacterota_JQIT01000002.1_359	GCA.000830255.1.Bacteria.Campylobacterota_1
GCA.002414865.1.Bacteria.Fermentibacterota_DIAQ01000015.1_5	GCA.002414865.1.Bacteria.Fermentibacterota_1
GCA.002791595.1.Bacteria.Zixibacteria_PFXJ01000080.1_9	GCA.002791595.1.Bacteria.Zixibacteria_1
GCA.001775395.1.Bacteria.Zixibacteria_MEWP01000112.1_11	GCA.001775395.1.Bacteria.Zixibacteria_1
GCA.003451585.1.Bacteria.Omnitrophota_DMEU01000004.1_156	GCA.003451585.1.Bacteria.Omnitrophota_1
GCA.001664505.1.Bacteria.Acidobacteriota_CP011806.1_1890	GCA.001664505.1.Bacteria.Acidobacteriota_1
GCF.003967555.1.Bacteria.Chloroflexota_NZ_BIFS01000001.1_290	GCF.003967555.1.Bacteria.Chloroflexota_1
GCA.001898225.1.Bacteria.Chloroflexota_MKTJ01000022.1_11	GCA.001898225.1.Bacteria.Chloroflexota_1
GCF.000025005.1.Bacteria.Chloroflexota_NC_013525.1_1209	GCF.000025005.1.Bacteria.Chloroflexota_1
GCA.002347925.1.Bacteria.Chloroflexota_DDYL01000135.1_2	GCA.002347925.1.Bacteria.Chloroflexota_1
GCA.001464275.1.Bacteria.Actinobacteriota_LNFL01000102.1_5	GCA.001464275.1.Bacteria.Actinobacteriota_1
GCA.002783405.1.Bacteria.Cyanobacteria_PFGG01000011.1_69	GCA.002783405.1.Bacteria.Cyanobacteria_2
GCA.003223145.1.Bacteria.Acidobacteriota_QHXY01000150.1_14	GCA.003223145.1.Bacteria.Acidobacteriota_1
GCA.002007425.1.Bacteria.Proteobacteria_MUGK01000097.1_12	GCA.002007425.1.Bacteria.Proteobacteria_1
GCF.000024725.1.Bacteria.Proteobacteria_NC_013960.1_1417	GCF.000024725.1.Bacteria.Proteobacteria_1
GCA.003244105.1.Bacteria.Eremiobacterota_QHBK01000019.1_79	GCA.003244105.1.Bacteria.Eremiobacterota_1
GCA.002298155.1.Bacteria.Acidobacteriota_DBME01000137.1_2	GCA.002298155.1.Bacteria.Acidobacteriota_1
GCF.001399675.1.Bacteria.Firmicutes_NZ_LJCO01000038.1_18	GCF.001399675.1.Bacteria.Firmicutes_1
GCA.003223635.1.Bacteria.Acidobacteriota_QHVS01000157.1_12	GCA.003223635.1.Bacteria.Acidobacteriota_1
GCA.002404055.1.Bacteria.Chloroflexota_DHIZ01000072.1_21	GCA.002404055.1.Bacteria.Chloroflexota_1
GCA.002413265.1.Bacteria.Chloroflexota_DHWR01000098.1_1	GCA.002413265.1.Bacteria.Chloroflexota_1
GCA.001767695.1.Bacteria.Actinobacteriota_MELR01000007.1_175	GCA.001767695.1.Bacteria.Actinobacteriota_1
GCA.002746645.1.Bacteria.Proteobacteria_PDPU01000008.1_24	GCA.002746645.1.Bacteria.Proteobacteria_1
GCA.002323895.1.Bacteria.Verrucomicrobiota_DCQM01000141.1_12	GCA.002323895.1.Bacteria.Verrucomicrobiota_1
GCF.001399755.1.Bacteria.Proteobacteria_NZ_LJCP01000010.1_432	GCF.001399755.1.Bacteria.Proteobacteria_1
GCA.003023725.1.Bacteria.Firmicutes.E_PXYT01000008.1_6	GCA.003023725.1.Bacteria.Firmicutes.E_2
GCA.001767695.1.Bacteria.Actinobacteriota_MELR01000009.1_9	GCA.001767695.1.Bacteria.Actinobacteriota_2
GCA.002631715.1.Bacteria.Proteobacteria_MRSX01000008.1_90	GCA.002631715.1.Bacteria.Proteobacteria_1
GCA.002420425.1.Bacteria.Proteobacteria_DIIC01000044.1_43	GCA.002420425.1.Bacteria.Proteobacteria_1
GCA.002386945.1.Bacteria.Proteobacteria_DGKH01000025.1_2	GCA.002386945.1.Bacteria.Proteobacteria_1
GCF.001614315.2.Bacteria.Proteobacteria_NZ_LVEG02000018.1_35	GCF.001614315.2.Bacteria.Proteobacteria_1
GCA.002239025.1.Bacteria.Chloroflexota_MPNM01000001.1_135	GCA.002239025.1.Bacteria.Chloroflexota_1
GCA.001443375.1.Bacteria.Chloroflexota_LDXM01000021.1_26	GCA.001443375.1.Bacteria.Chloroflexota_1
GCA.002405475.1.Bacteria.Proteobacteria_DHLX01000005.1_60	GCA.002405475.1.Bacteria.Proteobacteria_1
GCA.002338605.1.Bacteria.Proteobacteria_DDIP01000421.1_7	GCA.002338605.1.Bacteria.Proteobacteria_1
GCA.003155415.1.Bacteria.Proteobacteria_PMCP01000046.1_9	GCA.003155415.1.Bacteria.Proteobacteria_1
GCA.002688175.1.Bacteria.Proteobacteria_NZCC01000018.1_4	GCA.002688175.1.Bacteria.Proteobacteria_2
GCA.003137095.1.Bacteria.Proteobacteria_PLET01000129.1_10	GCA.003137095.1.Bacteria.Proteobacteria_1
GCA.001805375.1.Bacteria.Omnitrophota_MHFY01000153.1_6	GCA.001805375.1.Bacteria.Omnitrophota_2
GCA.002868855.1.Bacteria.Proteobacteria_PKUM01000094.1_7	GCA.002868855.1.Bacteria.Proteobacteria_1
GCF.002940605.1.Bacteria.Proteobacteria_WP_128420297.1	GCF.002940605.1.Bacteria.Proteobacteria_1
GCA.002402105.1.Bacteria.UBP17_NVVD01000003.1_3	GCA.002402105.1.Bacteria.UBP17_1
GCF.000170755.1.Bacteria.Verrucomicrobiota_NZ_ABCK01000036.1_7	GCF.000170755.1.Bacteria.Verrucomicrobiota_1
GCA.002746535.1.Bacteria.Planctomycetota_NVWA01000003.1_180	GCA.002746535.1.Bacteria.Planctomycetota_1
GCA.002746535.1.Bacteria.Planctomycetota_NVWA01000004.1_91	GCA.002746535.1.Bacteria.Planctomycetota_2
GCF.000758165.1.Bacteria.Spirochaetota_NZ_JNUP01000071.1_136	GCF.000758165.1.Bacteria.Spirochaetota_1
GCF.900099895.1.Bacteria.Firmicutes_NZ_FNDY01000013.1_36	GCF.900099895.1.Bacteria.Firmicutes_1
GCF.004522215.1.Bacteria.Firmicutes_NZ_SDLR01000001.1_290	GCF.004522215.1.Bacteria.Firmicutes_1
GCF.900099895.1.Bacteria.Firmicutes_NZ_FNDY01000006.1_131	GCF.900099895.1.Bacteria.Firmicutes_2
GCF.004522215.1.Bacteria.Firmicutes_NZ_SDLR01000007.1_41	GCF.004522215.1.Bacteria.Firmicutes_2
